INDEX,Rank,Institution Name,Country,Classification,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,International Research Network,,Employment Outcomes,,Sustainability,,Overall Score,Web Links
883,851-900,Université de Nantes,France,Extra Large,Comprehensive,Very High,10.4,601+,3.4,601+,7.8,701+,21.4,540,19.8,601,15.1,619,87.3,211,2.8,701+,7.5,701+,na,https://www.univ-nantes.fr/en
884,851-900,Université de Sherbrooke,Canada,Large,Full Comprehensive,High,6.8,601+,4.2,601+,18.8,701+,16.9,604,54.7,341,7.6,701+,43,701+,23.4,483,8,701+,na,https://www.usherbrooke.ca
885,851-900,Université du Québec,Canada,Extra Large,Full Comprehensive,High,15.3,574,7.6,601+,1.8,701+,10.9,701+,32.9,479,11,699,62.6,593,21.6,530,9.9,667,na,https://www.uquebec.ca
886,851-900,University at Albany SUNY,United States,Large,Comprehensive,Very High,8.1,601+,4.5,601+,5.4,701+,33.9,391,3.9,701+,7.2,701+,66,540,4.2,701+,13.2,606,na,https://www.albany.edu
887,851-900,University Duesseldorf,Germany,Extra Large,Full Comprehensive,Very High,12.3,601+,8.5,601+,44.3,350,7.2,701+,na,na,14.1,639,66.2,536,3.8,701+,2.2,701+,na,https://www.uni-duesseldorf.de/en
888,851-900,University of Dubai,United Arab Emirates,Small,Specialist,Low,5.2,601+,4.2,601+,10.6,701+,11,701+,100,1,72,204,8.2,701+,10.2,701+,1,701+,na,https://www.ud.ac.ae
889,851-900,UNIVERSITY OF GDANSK,Poland,Large,Comprehensive,Very High,12,601+,6.2,601+,34.9,454,3.9,701+,4.8,701+,2.4,701+,70.6,476,14.1,687,25.7,483,na,https://www.ug.edu.pl/en
890,851-900,University of Ghana,Ghana,Extra Large,Full Comprehensive,High,11.5,601+,7.6,601+,1.9,701+,5.3,701+,4.5,701+,1.7,701+,72.8,443,95.4,51,7.6,701+,na,https://www.ug.edu.gh
891,851-900,University of Hertfordshire,United Kingdom,Large,Comprehensive,High,4.4,601+,3.7,601+,5.9,701+,5.2,701+,62,316,100,34,58.8,647,10.1,701+,2.1,701+,na,https://www.herts.ac.uk
892,851-900,University of Lincoln,United Kingdom,Large,Comprehensive,High,5.9,601+,4.7,601+,7.9,701+,9.9,701+,74,271,47.2,311,58.5,650,4.8,701+,10.1,661,na,https://www.lincoln.ac.uk
893,851-900,University of Mississippi,United States,Large,Comprehensive,Very High,4.2,601+,2,601+,83,118,5.5,701+,6.1,701+,2.9,701+,58,655,3.6,701+,1.7,701+,na,https://olemiss.edu
894,851-900,University of Palermo,Italy,Large,Comprehensive,Very High,11.1,601+,2.3,601+,4.4,701+,32.2,408,2.4,701+,1.9,701+,81.6,293,4.5,701+,5.7,701+,na,https://www.unipa.it
895,851-900,University of Santo Tomas,Philippines,Extra Large,Full Comprehensive,Medium,12.8,601+,39.9,237,12.5,701+,1.3,701+,34.9,459,5.8,701+,18.1,701+,14.1,690,2.4,701+,na,https://www.ust.edu.ph
896,851-900,University of South Africa,South Africa,Extra Large,Comprehensive,Very High,10.6,601+,7.2,601+,1.1,701+,7.3,701+,na,na,7.3,701+,91,156,92.8,65,3.1,701+,na,https://www.unisa.ac.za
897,851-900,University of Wroclaw,Poland,Large,Comprehensive,Very High,14.9,587,12.6,601+,32.1,492,3.9,701+,5,701+,8.4,701+,54.3,701+,12,701+,9.3,683,na,https://www.uni.wroc.pl/en
898,851-900,"Vietnam National University, Hanoi ",Vietnam,Extra Large,Comprehensive,High,15.3,575,18.7,472,7.6,701+,2.4,701+,5.5,701+,1.2,701+,61,620,60.1,202,6.4,701+,na,https://www.vnu.edu.vn/en
899,851-900,Vilnius Gediminas Technical University,Lithuania,Medium,Specialist,Very High,8.7,601+,13.8,589,37.7,424,7.8,701+,14.7,669,32.9,406,41.4,701+,6.9,701+,2,701+,na,https://www.vgtu.lt/en
900,851-900,Virginia Commonwealth University,United States,Large,Full Comprehensive,Very High,7.1,601+,8.5,601+,38.8,405,12.8,672,9.7,701+,3.2,701+,73.5,428,8.2,701+,8.5,696,na,https://www.vcu.edu
901,851-900,Yildiz Technical University,Turkey,Large,Comprehensive,Very High,9.7,601+,24.7,386,4.2,701+,12.2,684,9.1,701+,18.5,574,38.9,701+,19.9,566,35.1,403,na,https://www.yildiz.edu.tr/en
902,901-950,Australian Catholic University,Australia,Large,Comprehensive,High,8.2,601+,8.9,601+,5.1,701+,12.1,688,71,279,41.7,340,33.9,701+,1.7,701+,2.7,701+,na,https://www.acu.edu.au
903,901-950,Beijing Jiaotong University,China (Mainland),Large,Comprehensive,Very High,9.7,601+,5.4,601+,15.2,701+,31.8,414,4.7,701+,9.6,701+,29.1,701+,9.6,701+,1.2,701+,na,https://en.bjtu.edu.cn
904,901-950,Beijing University of Posts and Telecommunications,China (Mainland),Large,Focused,Very High,3.2,601+,2.6,601+,10.2,701+,49.3,271,4.7,701+,1.7,701+,18.7,701+,13.5,701+,1.4,701+,na,https://english.bupt.edu.cn
905,901-950,Catania University,Italy,Large,Full Comprehensive,Very High,11.6,601+,3,601+,5.4,701+,23.4,517,3.5,701+,4.5,701+,71.3,465,5.7,701+,3.6,701+,na,https://www.unict.it
906,901-950,Future University in Egypt,Egypt,Medium,Focused,Very High,4.8,601+,34.7,272,34.9,453,2,701+,11.7,701+,21.7,519,40,701+,2.9,701+,1.1,701+,na,https://www.fue.edu.eg
907,901-950,Gazi Üniversitesi,Turkey,Extra Large,Full Comprehensive,High,18.6,483,15.3,551,6,701+,4.4,701+,1,701+,3.3,701+,56,679,18.2,597,20.1,530,na,https://www.gazi.edu.tr/en
908,901-950,Georgian Technical University,Georgia,Large,Focused,Medium,7.1,601+,6.6,601+,1,701+,46.9,291,na,na,na,na,5.4,701+,25.9,457,1,701+,na,https://gtu.ge/en
909,901-950,German Jordanian University,Jordan,Small,Focused,Very High,8.6,601+,15.1,554,21.4,645,5.6,701+,65.3,301,16.3,600,17.8,701+,8.5,701+,1.5,701+,na,https://www.gju.edu.jo
910,901-950,Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia,Extra Large,Full Comprehensive,Medium,14.8,589,7.6,601+,17.4,701+,1.5,701+,46.2,389,4.2,701+,41.9,701+,26.5,447,1,701+,na,https://www.imamu.edu.sa/en
911,901-950,Kanazawa University,Japan,Medium,Full Comprehensive,Very High,10.5,601+,3.9,601+,55.1,275,12.2,686,8.1,701+,5.8,701+,31.9,701+,1.8,701+,1.6,701+,na,https://www.kanazawa-u.ac.jp/english
912,901-950,Karaganda Buketov University,Kazakhstan,Large,Focused,High,15.6,563,24.5,391,41.3,379,1.1,701+,13.1,701+,5.2,701+,7.5,701+,7.8,701+,1,701+,na,https://www.kbtu.kz
913,901-950,Kyrgyz-Turkish Manas University,Kyrgyzstan,Small,Comprehensive,High,15.1,583,10.9,601+,10.7,701+,1.7,701+,90.5,189,19.7,549,7.1,701+,5.7,701+,1,701+,na,https://www.manas.edu.kg/en
914,901-950,Louisiana State University,United States,Extra Large,Comprehensive,Very High,9.5,601+,6.7,601+,7.8,701+,12.9,669,8.6,701+,3.8,701+,52.3,701+,18.8,589,52.8,301,na,https://www.lsu.edu
915,901-950,Makerere University,Uganda,Extra Large,Full Comprehensive,High,11,601+,4.2,601+,3.4,701+,4.5,701+,9.6,701+,7.5,701+,64.8,560,98.3,25,3.5,701+,na,https://www.makerere.ac.ug
916,901-950,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,Large,Focused,Very High,10.9,601+,8.2,601+,42.9,365,4.4,701+,1.8,701+,7.7,701+,61.2,614,6.2,701+,16.5,567,na,https://manipal.edu
917,901-950,Michigan Technological University,United States,Medium,Comprehensive,Very High,4.8,601+,3.7,601+,27.1,557,28.6,452,11.4,701+,11.1,697,52.1,701+,3.1,701+,1.9,701+,na,https://www.mtu.edu
918,901-950,National Research Saratov State University,Russia,Medium,Comprehensive,Very High,5,601+,2.7,601+,96.7,51,1.7,701+,3,701+,16.6,593,19.1,701+,1.8,701+,1,701+,na,https://www.saru.ru/en
919,901-950,Nicolaus Copernicus University ,Poland,Large,Full Comprehensive,High,7.6,601+,2.6,601+,53.2,287,4.9,701+,3.1,701+,5.3,701+,81.3,302,3.1,701+,1.7,701+,na,https://www.umk.edu.pl/en
920,901-950,North South University,Bangladesh,Large,Focused,High,13.3,601+,48.1,190,6.1,701+,2.7,701+,7.9,701+,1.1,701+,24.5,701+,6.6,701+,1.5,701+,na,https://www.nsu.edu
921,901-950,Osaka Metropolitan University,Japan,Large,Full Comprehensive,Very High,12.4,601+,11.6,601+,51.3,296,6.5,701+,4.6,701+,3.1,701+,29.3,701+,5.9,701+,1.1,701+,na,https://www.osakmet.ac.jp/english
922,901-950,Princess Sumaya University for Technology,Jordan,Small,Focused,Very High,9.1,601+,25.3,375,11.9,701+,5.1,701+,47.3,377,50,294,6,701+,5.1,701+,1.2,701+,na,https://www.psut.edu.jo
923,901-950,Ritsumeikan Asia Pacific University,Japan,Medium,Specialist,Low,6.1,601+,8.3,601+,2.6,701+,2.5,701+,99.9,85,99.4,50,3.7,701+,1.9,701+,1,701+,na,https://www.apu.ac.jp/en
924,901-950,Robert Gordon University,United Kingdom,Medium,Comprehensive,High,3.7,601+,11.5,601+,5.6,701+,5.3,701+,62.6,312,74.1,191,35.8,701+,5.6,701+,5.8,701+,na,https://www.rgu.ac.uk
925,901-950,South Ural State University (National Research University),Russia,Large,Comprehensive,Very High,8.4,601+,4.7,601+,44.1,353,3.6,701+,4.5,701+,13.4,655,84.1,261,4.2,701+,1.6,701+,na,https://www.susu.ru/en
926,901-950,Universidad Católica del Uruguay (UCU),Uruguay,Small,Comprehensive,Medium,12.5,601+,12.8,601+,64.4,209,1.2,701+,9.5,701+,2.8,701+,6.4,701+,15.1,658,1,701+,na,https://www.ucu.edu.uy
927,901-950,Universidad Central (Marta Abreu) de Las Villas,Cuba,Medium,Comprehensive,High,5.3,601+,1.4,601+,99.7,31,1.2,701+,1.1,701+,1.2,701+,17.4,701+,21.8,523,1,701+,na,http://www.ucv.edu.cu
928,901-950,Universidad EAFIT,Colombia,Large,Comprehensive,High,12.9,601+,42.8,215,4.9,701+,2.3,701+,3.1,701+,1.4,701+,11.3,701+,44.4,289,4.8,701+,na,https://www.eafit.edu.co/en
929,901-950,Universidad Externado de Colombia ,Colombia,Large,Focused,Medium,13,601+,28.9,326,36.4,439,1.1,701+,10.5,701+,1.5,701+,4.3,701+,26.4,449,1,701+,na,https://www.externado.edu.co
930,901-950,Universidad Nacional de Córdoba - UNC,Argentina,Extra Large,Full Comprehensive,High,26.4,337,14,583,6.2,701+,1.6,701+,1.4,701+,1.5,701+,44.4,701+,10.1,701+,1.7,701+,na,https://www.unc.edu.ar
931,901-950,Universidad Nacional Mayor de San Marcos,Peru,Extra Large,Full Comprehensive,Medium,20.6,426,22.9,411,7.9,701+,1.3,701+,na,na,na,na,33.2,701+,38.6,329,1.1,701+,na,https://www.unmsm.edu.pe
932,901-950,Universidad Pontificia Bolivariana ,Colombia,Medium,Focused,Very High,8.4,601+,8.8,601+,74.7,169,1.7,701+,3.8,701+,2.3,701+,10,701+,22,521,1.6,701+,na,https://www.upb.edu.co
933,901-950,Universidade Católica Portuguesa - UCP,Portugal,Medium,Focused,Very High,13,601+,13.6,596,11.9,701+,6.1,701+,9.3,701+,30.2,428,27.8,701+,43.2,296,5.8,701+,na,https://www.ucp.pt
934,901-950,Universidade de Vigo,Spain,Large,Comprehensive,Very High,8.9,601+,5.3,601+,9.4,701+,18,583,2.1,701+,4.8,701+,79.9,325,3.8,701+,39.8,369,na,https://www.uvigo.es
935,901-950,Università degli Studi della Tuscia (University of Tuscia),Italy,Medium,Comprehensive,Very High,4.6,601+,1.2,601+,5.6,701+,43.6,315,13.7,689,10.4,701+,32.4,701+,2,701+,2.2,701+,na,https://www.unitt.it
936,901-950,Università degli studi Roma Tre,Italy,Extra Large,Comprehensive,Very High,17.4,517,8,601+,2.2,701+,12.1,689,8.5,701+,4.2,701+,62.5,595,7.1,701+,19.7,537,na,https://www.uniroma3.it/en
937,901-950,"University of Alabama, Birmingham",United States,Large,Full Comprehensive,Very High,5.8,601+,4.2,601+,56,263,16.8,607,na,na,na,na,54.5,701+,1.7,701+,2,701+,na,https://www.uab.edu
938,901-950,University of Calabria,Italy,Medium,Comprehensive,Very High,6.8,601+,2.3,601+,5.5,701+,22.6,525,8.3,701+,6.2,701+,81.4,299,1.7,701+,29.6,447,na,https://www.unical.it/en
939,901-950,University of East London,United Kingdom,Large,Comprehensive,High,3.6,601+,3.6,601+,3.1,701+,6.2,701+,73.1,274,100,32,33.3,701+,7.6,701+,1.1,701+,na,https://www.uel.ac.uk
940,901-950,University of Hail,Saudi Arabia,Large,Full Comprehensive,High,5.2,601+,1.9,601+,39.4,394,2.4,701+,100,43,3,701+,43.3,701+,2.3,701+,1.5,701+,na,https://www.uoh.edu.sa
941,901-950,University of Lodz,Poland,Large,Comprehensive,Very High,11.5,601+,4.1,601+,39.5,393,3.4,701+,4,701+,11.3,692,70.9,470,16.3,628,1.9,701+,na,https://www.uni.lodz.pl/en
942,901-950,University of Maribor,Slovenia,Large,Full Comprehensive,High,8,601+,6.6,601+,29.2,530,6.8,701+,1.8,701+,13,658,61,622,33.4,380,9.1,686,na,https://www.um.si/en
943,901-950,University of Murcia,Spain,Large,Full Comprehensive,Very High,11.7,601+,2.9,601+,24.5,599,6.8,701+,1.7,701+,3.9,701+,79.8,326,3.7,701+,44.9,338,na,https://www.um.es
944,901-950,University of Nairobi,Kenya,Extra Large,Full Comprehensive,Medium,10,601+,11.7,601+,20.1,671,1.8,701+,na,na,na,na,50.1,701+,92.5,67,1.8,701+,na,https://www.uonbi.ac.ke
945,901-950,University of Peshawar,Pakistan,Medium,Focused,Very High,6.9,601+,9.9,601+,34.3,462,21.4,541,na,na,1.9,701+,42.9,701+,15.3,649,1.1,701+,na,https://www.uop.edu.pk
946,901-950,University of Salford,United Kingdom,Large,Comprehensive,High,6.8,601+,3.9,601+,6.4,701+,6.9,701+,36.7,435,69.8,212,63.6,579,9.6,701+,5.8,701+,na,https://www.salford.ac.uk
947,901-950,University Paris 2 Panthéon-Assas,France,Large,Specialist,Very High,7.1,601+,3.5,601+,62.1,230,1.2,701+,11.8,701+,26.1,464,4.3,701+,53.1,238,1,701+,na,https://www.u-paris2.fr
948,901-950,Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,Extra Large,Comprehensive,Very High,18.8,481,24.6,389,5.7,701+,2.1,701+,4.2,701+,1.1,701+,45.7,701+,24.9,466,4.6,701+,na,https://www.vnuhcm.edu.vn
949,901-950,Worcester Polytechnic Institute,United States,Medium,Comprehensive,Very High,3.5,601+,5.2,601+,17.4,701+,26.2,483,42,410,23.5,499,25.6,701+,8.3,701+,1.9,701+,na,https://www.wpi.edu
950,901-950,Wroclaw University of Science and Technology (WRUST),Poland,Large,Specialist,Very High,11.7,601+,18.9,470,33.7,467,5.3,701+,3.4,701+,5,701+,55.5,683,3.2,701+,1.3,701+,na,https://pwr.edu.pl/en
951,901-950,Yerevan State University,Armenia,Medium,Comprehensive,High,7,601+,2.9,601+,51.4,295,1.3,701+,5.1,701+,1.7,701+,20,701+,87.4,92,1,701+,na,https://www.ysu.am
952,901-950,Yokohama City University,Japan,Medium,Focused,Very High,3.4,601+,2.4,601+,96.2,54,10.3,701+,5.4,701+,2.4,701+,10.5,701+,3.1,701+,1,701+,na,https://www.yokohama-cu.ac.jp/en
953,951-1000,Almaty Technological University,Kazakhstan,Medium,Focused,High,6.2,601+,4.2,601+,88.1,93,1,701+,25,536,4.8,701+,2.9,701+,3.3,701+,1.1,701+,na,http://www.atu.edu.kz
954,951-1000,Athens University of Economics and Business,Greece,Medium,Specialist,High,7.6,601+,29.3,323,1.7,701+,20,556,1.6,701+,3.1,701+,14,701+,20.9,547,2.4,701+,na,https://www.aueb.gr
955,951-1000,Auburn University,United States,Large,Comprehensive,Very High,7.1,601+,7.7,601+,7.6,701+,17.2,597,27.6,510,6,701+,54.7,701+,16.4,627,10.9,648,na,https://www.auburn.edu
956,951-1000,Baku State University,Azerbaijan,Large,Comprehensive,High,12.9,601+,5.5,601+,41.7,373,1.4,701+,5.3,701+,2.2,701+,16.7,701+,47.7,271,1.3,701+,na,https://www.bsu.edu.az
957,951-1000,Bina Nusantara University (BINUS),Indonesia,Large,Comprehensive,Very High,12.5,601+,21.8,426,19.9,678,2.1,701+,34.7,463,4.3,701+,10.7,701+,12.9,701+,4.1,701+,na,https://www.binus.ac.id
958,951-1000,Clark University,United States,Small,Comprehensive,Very High,2.6,601+,2.5,601+,18.9,701+,16.7,608,13.2,701+,84.7,154,20.2,701+,13.6,701+,6.5,701+,na,https://www.clarku.edu
959,951-1000,Clemson University,United States,Large,Comprehensive,Very High,7.3,601+,7,601+,12.6,701+,15.2,633,11.6,701+,5.2,701+,78.5,346,7.7,701+,12.3,618,na,https://www.clemson.edu
960,951-1000,D. Serikbayev East Kazakhstan state technical university,Kazakhstan,Medium,Comprehensive,Medium,13,601+,7.7,601+,64.2,211,1.2,701+,14.4,674,2.5,701+,2.4,701+,3.5,701+,1.3,701+,na,http://www.ektu.kz
961,951-1000,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",Large,Comprehensive,Very High,7,601+,6,601+,3.5,701+,28.2,463,1.3,701+,7.1,701+,71.7,455,5.2,701+,1.7,701+,na,https://www.um.ac.ir
962,951-1000,Financial University under the Government of the Russian Federation,Russia,Large,Focused,Very High,5.3,601+,9.9,601+,39.3,397,1.6,701+,4.7,701+,19.4,557,32.4,701+,47.7,270,5.1,701+,na,https://www.fu.ru/en
963,951-1000,Hallym University ,South Korea,Medium,Full Comprehensive,Very High,2.8,601+,1.8,601+,94.4,65,6.9,701+,3.8,701+,2.2,701+,5.7,701+,1.7,701+,1.1,701+,na,https://www.hallym.ac.kr
964,951-1000,Indian Institute of Technology Bhubaneswar,India,Small,Focused,Very High,4.3,601+,3.5,601+,10,701+,50.2,260,1.5,701+,1,701+,6.8,701+,2.1,701+,1.9,701+,na,https://www.iitbbs.ac.in
965,951-1000,Instituto Tecnológico de Buenos Aires (ITBA),Argentina,Small,Focused,High,8.8,601+,24.6,387,39,401,1.3,701+,17.3,638,12.3,674,2.7,701+,22.3,515,na,na,na,https://www.itba.edu.ar
966,951-1000,Khon Kaen University,Thailand,Extra Large,Full Comprehensive,High,17.2,524,10.7,601+,7.4,701+,4.4,701+,5.3,701+,2.3,701+,50.9,701+,4.4,701+,31.8,431,na,https://www.kku.ac.th
967,951-1000,King Mongkut's University of Technology Thonburi ,Thailand,Large,Comprehensive,Very High,13.2,601+,6.3,601+,13.3,701+,8.5,701+,9.5,701+,3.2,701+,36.9,701+,2.6,701+,41,360,na,https://www.kmutt.ac.th
968,951-1000,Kumamoto University,Japan,Medium,Full Comprehensive,Very High,7.1,601+,2.8,601+,55.2,273,12.6,677,7.2,701+,3.5,701+,35.1,701+,2.9,701+,8,701+,na,https://www.kumamoto-u.ac.jp/en
969,951-1000,Mansoura University,Egypt,Extra Large,Full Comprehensive,Very High,14.1,601+,12,601+,3.3,701+,2.6,701+,6.7,701+,5.7,701+,74.7,413,4.4,701+,40.4,363,na,http://www.mans.edu.eg
970,951-1000,Niigata University,Japan,Large,Full Comprehensive,High,4.9,601+,3.2,601+,85.3,103,3.8,701+,4.6,701+,3.1,701+,18.4,701+,5.7,701+,1.8,701+,na,https://www.niigata-u.ac.jp/en
971,951-1000,Northern Borders University,Saudi Arabia,Large,Full Comprehensive,Medium,13.1,601+,4.7,601+,20.2,666,2.1,701+,98.4,115,4.8,701+,13.1,701+,2.4,701+,1,701+,na,https://www.nbu.edu.sa
972,951-1000,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,Large,Focused,High,17.3,518,16.2,524,11.5,701+,1.3,701+,14.2,677,1.7,701+,27.1,701+,34,370,1,701+,na,https://www.puce.edu.ec
973,951-1000,Prince of Songkla University,Thailand,Extra Large,Full Comprehensive,High,21.6,408,5.6,601+,16.4,701+,3.3,701+,5.3,701+,1.9,701+,40.3,701+,3.9,701+,24.2,497,na,https://www.psu.ac.th
974,951-1000,"Queen Margaret University , Edinburgh",United Kingdom,Small,Focused,Very High,3.5,601+,4.3,601+,5.2,701+,18.3,579,59.9,326,73.3,199,3.3,701+,1.4,701+,1,701+,na,https://www.qmu.ac.uk
975,951-1000,Rhodes University ,South Africa,Medium,Comprehensive,Very High,6.3,601+,7.7,601+,12.9,701+,12.6,679,na,na,33.2,403,54.5,701+,35.5,356,2.9,701+,na,https://www.ru.ac.za
976,951-1000,Riga Stradins University,Latvia,Medium,Specialist,Medium,6.1,601+,13.4,601+,14.1,701+,1.9,701+,22.3,565,90.8,118,15.1,701+,11.4,701+,1.1,701+,na,https://www.rsu.lv
977,951-1000,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,Medium,Specialist,Low,6.7,601+,4.2,601+,59.7,245,1.1,701+,10.4,701+,64.7,231,3.9,701+,3.4,701+,1.1,701+,na,http://www.kaznmu.kz
978,951-1000,Saveetha Institute of Medical and Technical Sciences (deemed to be university),India,Large,Focused,Very High,5.5,601+,2.6,601+,21.1,655,7.2,701+,87.1,210,7.2,701+,60.8,625,1.9,701+,1.7,701+,na,https://www.saveetha.edu.in
979,951-1000,Sophia University ,Japan,Large,Comprehensive,High,12.7,601+,19.9,454,21.9,640,1.8,701+,34.5,466,10.8,701+,8.6,701+,11.7,701+,5.2,701+,na,https://www.sophia.ac.jp/eng
980,951-1000,Southern Federal University,Russia,Large,Comprehensive,Very High,6.6,601+,3.8,601+,67.9,194,1.9,701+,2.9,701+,25.2,477,40.1,701+,1.8,701+,1.2,701+,na,https://www.sfu.ru/en
981,951-1000,St. Louis University,United States,Large,Comprehensive,Very High,4.4,601+,2.6,601+,53.2,286,13.5,660,12.7,701+,11,698,28.7,701+,9,701+,1.7,701+,na,https://www.slu.edu
982,951-1000,The University of Alabama,United States,Extra Large,Comprehensive,Very High,10,601+,20.3,449,5.3,701+,11.9,697,5.3,701+,2.5,701+,54.9,699,10.7,701+,6.7,701+,na,https://www.ua.edu
983,951-1000,The University of Lahore,Pakistan,Large,Focused,Very High,11.1,601+,19.4,464,12.3,701+,3.3,701+,4,701+,3,701+,61.4,611,2.7,701+,19.7,537,na,https://www.uol.edu.pk
984,951-1000,Universidad Autónoma Metropolitana (UAM),Mexico,Extra Large,Full Comprehensive,High,23.6,371,11.3,601+,3.7,701+,2.5,701+,7.8,701+,1.2,701+,45.6,701+,4.6,701+,9.4,680,na,https://www.uam.mx
985,951-1000,Universidad de Córdoba - España,Spain,Large,Comprehensive,Very High,10.6,601+,3.9,601+,26.5,565,12,693,na,na,na,na,84.2,258,4.8,701+,5.6,701+,na,https://www.uco.es
986,951-1000,Universidad de La Sabana,Colombia,Medium,Full Comprehensive,High,21,418,25.5,370,14.2,701+,2,701+,3.9,701+,1.8,701+,13.1,701+,10.5,701+,1.1,701+,na,https://www.unisabana.edu.co
987,951-1000,Universidad de León,Spain,Large,Comprehensive,High,6.7,601+,3.6,601+,51.6,294,4.5,701+,2.3,701+,7.2,701+,44.9,701+,2.8,701+,38.5,381,na,https://www.unileon.es
988,951-1000,Universidad de los Andes - Chile,Chile,Medium,Full Comprehensive,High,16.4,544,18.1,486,8.4,701+,2.8,701+,12.2,701+,2,701+,22.6,701+,38.6,331,1.2,701+,na,https://www.uandes.cl
989,951-1000,Universidad de San Andrés - UdeSA,Argentina,Small,Specialist,High,7.7,601+,19.7,460,46,336,2.2,701+,7.5,701+,4.1,701+,13.2,701+,29.8,419,na,na,na,https://www.udesa.edu.ar
990,951-1000,Universidad Nacional de Rosario (UNR),Argentina,Extra Large,Full Comprehensive,Medium,19.5,460,7.7,601+,31.2,504,1.1,701+,na,na,6.4,701+,26.8,701+,10.7,701+,1,701+,na,https://www.unr.edu.ar
991,951-1000,Universidad Técnica Federico Santa María (USM),Chile,Large,Focused,Very High,9.8,601+,33,287,3.2,701+,5,701+,13.8,688,1.6,701+,41.6,701+,13.1,701+,7.6,701+,na,https://www.usm.cl
992,951-1000,Universidad Torcuato Di Tella,Argentina,Small,Specialist,High,12.4,601+,20.8,442,14.4,701+,2.6,701+,33.1,478,7.8,701+,4.5,701+,35.6,355,na,na,na,https://www.utdt.edu
993,951-1000,Université Sorbonne Paris Nord,France,Large,Focused,Very High,9.5,601+,4.1,601+,4.2,701+,29.3,441,na,na,na,na,61,619,3.9,701+,1.4,701+,na,https://www.univ-paris13.fr
